id,observed_on,latitude,longitude,scientific_name,common_name,iconic_taxon_name
Kentfield,1/17/19,37.948775,-122.545775,Genista monspessulana,French broom,Plantae
Kentfield,1/17/19,37.948805,-122.54605,Foeniculum vulgare,fennel,Plantae
Kentfield,1/17/19,37.94778,-122.54397,Foeniculum vulgare,fennel,Plantae
Kentfield,1/17/19,37.94827167,-122.5449133,Foeniculum vulgare,fennel,Plantae
Kentfield,1/17/19,37.94868,-122.545595,Foeniculum vulgare,fennel,Plantae
Kentfield,1/17/19,37.94853333,-122.5467083,Branta canadensis,Canada Goose,Aves
Kentfield,1/17/19,37.94850833,-122.5457617,Acacia dealbata,Silver wattle,Plantae
Kentfield,1/17/19,37.94751667,-122.543695,Egretta thula,Snowy Egret,Aves
Kentfield,1/17/19,37.949045,-122.547425,Rallus obsoletus,Ridgway's Rail,Aves
Kentfield,1/17/19,37.948545,-122.5472033,Baccharis pilularis,coyote brush,Plantae
Kentfield,1/17/19,37.94853667,-122.54722,Collybia nuda,Blewit,Fungi
Kentfield,1/17/19,37.94850833,-122.5467083,Branta canadensis,Canada Goose,Aves
Kentfield,1/17/19,37.94855,-122.5466783,Sonchus asper,prickly sowthistle,Plantae
Kentfield,1/17/19,37.94869167,-122.5466167,Senecio vulgaris,common groundsel,Plantae
Kentfield,1/17/19,37.94873833,-122.5463783,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,1/17/19,37.94831167,-122.54493,Foeniculum vulgare,fennel,Plantae
Kentfield,1/17/19,37.94858833,-122.5472033,Collybia nuda,Blewit,Fungi
Kentfield,1/17/19,37.94851333,-122.5467383,Branta canadensis,Canada Goose,Aves
Kentfield,1/17/19,37.94752167,-122.543655,Ardea alba,Great Egret,Aves
Kentfield,1/17/19,37.94856085,-122.5472103,Volvopluteus gloiocephalus,Stubble Rosegill,Fungi
Kentfield,1/17/19,37.9485687,-122.5472064,Bolbitius titubans,yellow fieldcap,Fungi
Kentfield,1/17/19,37.94817563,-122.5447779,Flavoparmelia caperata,common greenshield lichen,Fungi
Kentfield,1/17/19,37.94796306,-122.5447092,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,1/17/19,37.94875769,-122.5465793,Salicornia pacifica,Pacific Glasswort,Plantae
Kentfield,1/17/19,37.94851486,-122.5472335,Collybia nuda,Blewit,Fungi
Kentfield,1/17/19,37.94879397,-122.545797,Quercus agrifolia,coast live oak,Plantae
Kentfield,1/17/19,37.94853374,-122.547306,Baccharis pilularis,coyote brush,Plantae
Kentfield,1/17/19,37.94946395,-122.5481508,Stereum hirsutum,hairy curtain crust,Fungi
Kentfield,1/17/19,37.94945976,-122.5481333,Trametes versicolor,turkey-tail,Fungi
Kentfield,1/17/19,37.94831167,-122.54493,Foeniculum vulgare,fennel,Plantae
Kentfield,1/17/19,37.94869167,-122.5466167,Senecio vulgaris,common groundsel,Plantae
Kentfield,1/17/19,37.94855833,-122.5466,Branta canadensis,Canada Goose,Aves
Kentfield,1/17/19,37.94853667,-122.54722,Collybia nuda,Blewit,Fungi
Kentfield,1/17/19,37.949045,-122.547425,Rallus obsoletus,Ridgway's Rail,Aves
Kentfield,2/6/19,37.95587335,-122.5505048,Bolbitius titubans,yellow fieldcap,Fungi
Kentfield,2/13/19,37.95584002,-122.5506316,Sequoia sempervirens,coast redwood,Plantae
Kentfield,2/13/19,37.95584728,-122.5505741,Robertium,,Plantae
Kentfield,2/13/19,37.95586805,-122.5505522,Sequoia sempervirens,coast redwood,Plantae
Kentfield,2/13/19,37.95585483,-122.550601,Sequoia sempervirens,coast redwood,Plantae
Kentfield,2/23/19,37.95639167,-122.5487283,Leratiomyces percevalii,Mulch Maids,Fungi
Kentfield,7/2/19,37.95064545,-122.5471725,Egretta thula,Snowy Egret,Aves
Kentfield,5/3/18,37.95475088,-122.5512943,Papilio zelicaon,Anise Swallowtail,Insecta
Kentfield,9/7/19,37.95105167,-122.5495717,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia
Kentfield,10/1/19,37.95483398,-122.5502396,Quercus lobata,valley oak,Plantae
Kentfield,10/3/19,37.95134437,-122.5456508,Mareca americana,American Wigeon,Aves
Kentfield,10/29/19,37.9567337,-122.5496445,Accipiter striatus,Sharp-shinned Hawk,Aves
Kentfield,11/3/19,37.95419312,-122.5464172,Bombycilla cedrorum,Cedar Waxwing,Aves
Kentfield,11/8/19,37.9516569,-122.5439651,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,12/12/19,37.95375,-122.5473467,Leocarpus fragilis,insect-egg slime,Protozoa
Kentfield,1/8/20,37.95513153,-122.5515747,Eschscholzia californica,California poppy,Plantae
Kentfield,1/25/20,37.95245361,-122.5484085,Hericium abietis,Bear's head,Fungi
Kentfield,2/13/20,37.94954167,-122.5456,Acacia dealbata,Silver wattle,Plantae
Kentfield,2/16/20,37.95373667,-122.5459283,Acacia dealbata,Silver wattle,Plantae
Kentfield,2/22/20,37.95609664,-122.5491779,Eschscholzia californica,California poppy,Plantae
Kentfield,2/22/20,37.95694514,-122.5495455,Polystichum munitum,western sword fern,Plantae
Kentfield,2/22/20,37.95657013,-122.5496571,Sequoia sempervirens,coast redwood,Plantae
Kentfield,2/22/20,37.9553368,-122.5495659,Corvus brachyrhynchos,American Crow,Aves
Kentfield,1/25/20,37.95245278,-122.5484083,Dryopteris arguta,coastal woodfern,Plantae
Kentfield,3/21/20,37.9551583,-122.5510814,Achillea millefolium,common yarrow,Plantae
Kentfield,3/21/20,37.9552752,-122.5509609,Borago officinalis,Borage,Plantae
Kentfield,3/21/20,37.9550611,-122.5512248,Anas platyrhynchos,Mallard,Aves
Kentfield,3/25/20,37.9560704,-122.5491032,Galium aparine,catchweed bedstraw,Plantae
Kentfield,3/25/20,37.9551735,-122.5496159,Taraxacum,dandelions,Plantae
Kentfield,3/25/20,37.9551114,-122.5499619,Euphorbia peplus,Petty Spurge,Plantae
Kentfield,3/26/20,37.95531797,-122.55096,Eschscholzia californica,California poppy,Plantae
Kentfield,3/26/20,37.95487597,-122.551217,Eschscholzia californica,California poppy,Plantae
Kentfield,3/29/20,37.95613697,-122.550595,Geranium purpureum,Little-Robin,Plantae
Kentfield,3/24/20,37.9571264,-122.5504819,Coprinellus flocculosus,flocculose inkcap,Fungi
Kentfield,3/24/20,37.9559136,-122.5503804,Umbellularia californica,California bay,Plantae
Kentfield,3/24/20,37.9552752,-122.5506971,Eschscholzia californica,California poppy,Plantae
Kentfield,3/24/20,37.9558911,-122.5497006,Hordeum murinum,wall barley,Plantae
Kentfield,3/24/20,37.9564468,-122.5490494,Allium triquetrum,Three-cornered garlic,Plantae
Kentfield,3/24/20,37.9564468,-122.5490494,Apis mellifera,Western Honey Bee,Insecta
Kentfield,3/24/20,37.9564399,-122.5492758,Taraxacum,dandelions,Plantae
Kentfield,3/24/20,37.9569536,-122.5495293,Galium aparine,catchweed bedstraw,Plantae
Kentfield,3/24/20,37.9569536,-122.5495293,Corvus brachyrhynchos,American Crow,Aves
Kentfield,3/24/20,37.9560781,-122.5494897,Epilobium ciliatum,fringed willowherb,Plantae
Kentfield,4/4/20,37.9569003,-122.5506951,Allium triquetrum,Three-cornered garlic,Plantae
Kentfield,4/4/20,37.95555997,-122.550903,Cornu aspersum,Garden Snail,Mollusca
Kentfield,4/4/20,37.95703497,-122.550629,Leratiomyces percevalii,Mulch Maids,Fungi
Kentfield,4/7/20,37.95706,-122.549872,Polystichum munitum,western sword fern,Plantae
Kentfield,4/11/20,37.95436676,-122.5505668,Calendula officinalis,pot marigold,Plantae
Kentfield,4/11/20,37.9543041,-122.5507274,Nigella damascena,love-in-a-mist,Plantae
Kentfield,4/11/20,37.95435381,-122.5505792,Trifolium hirtum,Rose Clover,Plantae
Kentfield,4/14/20,37.95599127,-122.5509235,Borago officinalis,Borage,Plantae
Kentfield,4/17/20,37.955226,-122.550844,Iris douglasiana,Douglas iris,Plantae
Kentfield,4/21/20,37.956425,-122.549867,Euphorbia peplus,Petty Spurge,Plantae
Kentfield,6/9/20,37.95408833,-122.548425,Butorides virescens,Green Heron,Aves
Kentfield,7/17/20,37.95163,-122.54557,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,8/5/20,37.95096319,-122.5474976,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,9/17/20,37.95663945,-122.5490503,Amphibolips quercuspomiformis,Live Oak Apple Gall Wasp,Insecta
Kentfield,11/20/20,37.95119903,-122.5455801,Bucephala clangula,Common Goldeneye,Aves
Kentfield,12/26/20,37.95546667,-122.550055,Danaus plexippus,Monarch,Insecta
Kentfield,12/26/20,37.94908142,-122.5460165,Ardea alba,Great Egret,Aves
Kentfield,12/26/20,37.94916814,-122.5475475,Megaceryle alcyon,Belted Kingfisher,Aves
Kentfield,2/17/21,37.95420838,-122.5499907,Calendula officinalis,pot marigold,Plantae
Kentfield,3/2/21,37.94862157,-122.547311,Cotula coronopifolia,Brass Buttons,Plantae
Kentfield,3/12/21,37.95387359,-122.5538657,Leratiomyces percevalii,Mulch Maids,Fungi
Kentfield,3/13/21,37.955445,-122.54978,Selasphorus sasin,Allen's Hummingbird,Aves
Kentfield,3/24/21,37.95404667,-122.5508283,Eschscholzia californica,California poppy,Plantae
Kentfield,3/28/21,37.95477222,-122.5502389,Vinca major,greater periwinkle,Plantae
Kentfield,3/29/21,37.95738056,-122.550325,Hedera helix,common ivy,Plantae
Kentfield,3/29/21,37.955875,-122.5513444,Vicia benghalensis,reddish tufted vetch,Plantae
Kentfield,3/29/21,37.95647222,-122.5509806,Hordeum murinum,wall barley,Plantae
Kentfield,4/14/21,37.94952,-122.5483383,Charadrius vociferus,Killdeer,Aves
Kentfield,4/24/21,37.94697664,-122.5452054,Microtus californicus,California Vole,Mammalia
Kentfield,5/1/21,37.94997833,-122.5476617,Convolvulus arvensis,field bindweed,Plantae
Kentfield,5/1/21,37.94996333,-122.5476083,Conium maculatum,poison hemlock,Plantae
Kentfield,5/1/21,37.94983333,-122.5473783,Tragopogon porrifolius,purple salsify,Plantae
Kentfield,5/1/21,37.94979667,-122.5474033,Vinca major,greater periwinkle,Plantae
Kentfield,5/1/21,37.94988833,-122.547975,Hypochaeris glabra,Smooth Cat's Ear,Plantae
Kentfield,5/1/21,37.949105,-122.5473467,Melilotus indicus,small melilot,Plantae
Kentfield,5/1/21,37.94949667,-122.5475467,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/1/21,37.94977,-122.5477217,Foeniculum vulgare,fennel,Plantae
Kentfield,5/1/21,37.94977,-122.5477133,Salicornia pacifica,Pacific Glasswort,Plantae
Kentfield,5/1/21,37.95010833,-122.5482033,Carduus pycnocephalus,Italian thistle,Plantae
Kentfield,5/1/21,37.9501,-122.5482167,Euphorbia oblongata,eggleaf spurge,Plantae
Kentfield,5/1/21,37.95009167,-122.548295,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,4/30/21,37.9568551,-122.5504999,Umbellularia californica,California bay,Plantae
Kentfield,5/9/21,37.95159167,-122.5456917,Himantopus mexicanus,Black-necked Stilt,Aves
Kentfield,5/12/21,37.955405,-122.5512383,Noctua pronuba,Large Yellow Underwing,Insecta
Kentfield,5/13/21,37.95210167,-122.5504162,Sequoia sempervirens,coast redwood,Plantae
Kentfield,5/14/21,37.95366944,-122.5498556,Phyla nodiflora,turkey tangle frogfruit,Plantae
Kentfield,5/14/21,37.95366944,-122.5498556,Tanacetum parthenium,feverfew,Plantae
Kentfield,5/14/21,37.95373333,-122.5498639,Equisetum telmateia,great horsetail,Plantae
Kentfield,5/14/21,37.95475833,-122.5498444,Iris × germanica,Bearded iris,Plantae
Kentfield,5/14/21,37.95497222,-122.5501889,Umbellularia californica,California bay,Plantae
Kentfield,6/2/21,37.94931287,-122.5486381,Rallus obsoletus,Ridgway's Rail,Aves
Kentfield,6/2/21,37.94932741,-122.5488207,Rallus obsoletus,Ridgway's Rail,Aves
Kentfield,7/7/21,37.9543986,-122.5510047,Quercus lobata,valley oak,Plantae
Kentfield,7/15/21,37.95166366,-122.5455374,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,7/30/21,37.95503333,-122.5497583,Danaus plexippus,Monarch,Insecta
Kentfield,8/6/21,37.95163441,-122.5456729,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,1/2/17,37.95080039,-122.5445482,Mareca americana,American Wigeon,Aves
Kentfield,8/30/21,37.95167023,-122.5456219,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,8/23/21,37.95127826,-122.5453708,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,9/14/21,37.9555262,-122.5511253,Sciurus niger,Eastern Fox Squirrel,Mammalia
Kentfield,12/8/21,37.9569529,-122.5503901,Leratiomyces percevalii,Mulch Maids,Fungi
Kentfield,1/9/22,37.9541197,-122.5478997,Junco hyemalis,Dark-eyed Junco,Aves
Kentfield,1/9/22,37.9511777,-122.5451095,Vinca major,greater periwinkle,Plantae
Kentfield,1/9/22,37.9549126,-122.5511953,Eschscholzia californica,California poppy,Plantae
Kentfield,1/14/22,37.95532,-122.550125,Danaus plexippus,Monarch,Insecta
Kentfield,1/18/22,37.95204407,-122.5458686,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,1/21/22,37.9545762,-122.5503209,Umbellularia californica,California bay,Plantae
Kentfield,1/21/22,37.9545762,-122.5503209,Phytophthora ramorum,Sudden oak death,Chromista
Kentfield,1/21/22,37.954608,-122.5504262,Phytophthora ramorum,Sudden oak death,Chromista
Kentfield,1/21/22,37.9535538,-122.5500669,Pseudognaphalium luteoalbum,Jersey Cudweed,Plantae
Kentfield,1/21/22,37.9536202,-122.5499388,Eschscholzia californica,California poppy,Plantae
Kentfield,1/22/22,37.95638333,-122.5491867,Ilex aquifolium,European holly,Plantae
Kentfield,1/22/22,37.94823,-122.5481417,Eschscholzia californica,California poppy,Plantae
Kentfield,1/25/22,37.95133919,-122.5449923,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,2/4/22,37.95510592,-122.5498446,Boisea rubrolineata,Western Boxelder Bug,Insecta
Kentfield,2/4/22,37.95503164,-122.5498546,Danaus plexippus,Monarch,Insecta
Kentfield,2/6/22,37.95380949,-122.5483883,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,2/19/22,37.95219099,-122.5440749,Lophodytes cucullatus,Hooded Merganser,Aves
Kentfield,2/20/22,37.95170012,-122.545898,Branta canadensis,Canada Goose,Aves
Kentfield,2/25/22,37.9534812,-122.5520839,Quercus agrifolia,coast live oak,Plantae
Kentfield,2/25/22,37.9536266,-122.5522101,Umbellularia californica,California bay,Plantae
Kentfield,2/25/22,37.9536303,-122.5522866,Salix lasiolepis,Arroyo Willow,Plantae
Kentfield,2/25/22,37.9536504,-122.5528365,Carduus pycnocephalus,Italian thistle,Plantae
Kentfield,2/26/22,37.9541385,-122.5487871,Canis latrans,Coyote,Mammalia
Kentfield,3/13/22,37.95421817,-122.5495691,Vinca major,greater periwinkle,Plantae
Kentfield,3/15/22,37.95502325,-122.5497349,Danaus plexippus,Monarch,Insecta
Kentfield,3/15/22,37.95502765,-122.5497027,Danaus plexippus,Monarch,Insecta
Kentfield,3/15/22,37.95504666,-122.5497264,Aphis nerii,Oleander Aphid,Insecta
Kentfield,3/16/22,37.95616667,-122.5484194,Agrocybe praecox,Spring Fieldcap,Fungi
Kentfield,3/29/22,37.95092778,-122.5459611,Mareca americana,American Wigeon,Aves
Kentfield,4/25/22,37.95037778,-122.5484083,Corallorhiza striata,Striped Coralroot,Plantae
Kentfield,4/25/22,37.9525,-122.5494444,Chrysolepis chrysophylla,Golden chinquapin,Plantae
Kentfield,4/25/22,37.9525,-122.5494444,Vaccinium ovatum,California huckleberry,Plantae
Kentfield,4/25/22,37.95222222,-122.5491667,Dudleya cymosa,Canyon liveforever,Plantae
Kentfield,4/26/22,37.94756944,-122.5434833,Morone saxatilis,Striped Bass,Actinopterygii
Kentfield,5/2/22,37.95145,-122.5495083,Borago officinalis,Borage,Plantae
Kentfield,5/2/22,37.95273667,-122.5489717,Erigeron karvinskianus,Mexican Fleabane,Plantae
Kentfield,5/2/22,37.95285,-122.5471417,Ceanothus thyrsiflorus,blueblossom,Plantae
Kentfield,5/2/22,37.95281667,-122.5468,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/2/22,37.95251167,-122.54612,Rubus armeniacus,Armenian Blackberry,Plantae
Kentfield,5/2/22,37.9516,-122.546045,Rubus ulmifolius anoplothyrsus,Thornless Elmleaf Blackberry,Plantae
Kentfield,5/2/22,37.95153833,-122.546005,Melilotus indicus,small melilot,Plantae
Kentfield,5/2/22,37.95154167,-122.545975,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/2/22,37.95125833,-122.54602,Charadrius vociferus,Killdeer,Aves
Kentfield,5/2/22,37.95127833,-122.54602,Anas platyrhynchos,Mallard,Aves
Kentfield,5/2/22,37.95073333,-122.5458917,Cistothorus palustris,Marsh Wren,Aves
Kentfield,5/2/22,37.950695,-122.5458667,Anas platyrhynchos,Mallard,Aves
Kentfield,5/2/22,37.94921167,-122.5463717,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,5/2/22,37.94961167,-122.5472717,Carpobrotus edulis,sea fig,Plantae
Kentfield,5/2/22,37.949755,-122.547355,Helminthotheca echioides,bristly oxtongue,Plantae
Kentfield,5/2/22,37.949755,-122.547355,Conium maculatum,poison hemlock,Plantae
Kentfield,5/2/22,37.9501,-122.5482117,Euphorbia oblongata,eggleaf spurge,Plantae
Kentfield,5/2/22,37.94908,-122.5474617,Jaumea carnosa,Marsh Jaumea,Plantae
Kentfield,5/2/22,37.94866667,-122.5471583,Cotula coronopifolia,Brass Buttons,Plantae
Kentfield,5/2/22,37.94888,-122.5460283,Anas platyrhynchos,Mallard,Aves
Kentfield,5/2/22,37.94886333,-122.5460133,Rosa californica,California Wild Rose,Plantae
Kentfield,5/2/22,37.948745,-122.5466783,Distichlis spicata,Saltgrass,Plantae
Kentfield,5/2/22,37.94871333,-122.5467533,Melilotus indicus,small melilot,Plantae
Kentfield,5/2/22,37.949455,-122.5475533,Frankenia salina,Alkali Heath,Plantae
Kentfield,5/2/22,37.94981333,-122.5478367,Foeniculum vulgare,fennel,Plantae
Kentfield,5/2/22,37.94984667,-122.5478967,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,5/6/22,37.95156702,-122.5456233,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/6/22,37.95173336,-122.5456665,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/6/22,37.95118545,-122.5452034,Medicago polymorpha,bur clover,Plantae
Kentfield,5/7/22,37.9517106,-122.5454836,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/7/22,37.95162266,-122.5456235,Petrochelidon pyrrhonota,Cliff Swallow,Aves
Kentfield,5/7/22,37.95257234,-122.5460917,Rubus armeniacus,Armenian Blackberry,Plantae
Kentfield,5/7/22,37.95255605,-122.5460784,Vinca major,greater periwinkle,Plantae
Kentfield,5/7/22,37.94960209,-122.5472189,Bromus hordeaceus,soft chess,Plantae
Kentfield,5/7/22,37.95253709,-122.5462131,Rubus armeniacus,Armenian Blackberry,Plantae
Kentfield,5/7/22,37.95162983,-122.5453397,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/7/22,37.95160713,-122.5453664,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/7/22,37.95230605,-122.5460352,Plantago lanceolata,ribwort plantain,Plantae
Kentfield,5/7/22,37.95161253,-122.5453541,Eriogonum fasciculatum,California Buckwheat,Plantae
Kentfield,5/7/22,37.95119681,-122.5454869,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,5/7/22,37.95147445,-122.5455313,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,5/7/22,37.95180146,-122.5460105,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,5/7/22,37.95150705,-122.5455275,Raphanus raphanistrum sativus,garden radish,Plantae
Kentfield,5/7/22,37.95101833,-122.5467205,Erodium botrys,Mediterranean Stork's-bill,Plantae
Kentfield,5/7/22,37.95181302,-122.5459424,Heteromeles arbutifolia,Toyon,Plantae
Kentfield,5/7/22,37.9514244,-122.5455862,Distichlis spicata,Saltgrass,Plantae
Kentfield,5/7/22,37.95142637,-122.5453192,Foeniculum vulgare,fennel,Plantae
Kentfield,5/7/22,37.95165628,-122.5455883,Distichlis spicata,Saltgrass,Plantae
Kentfield,5/7/22,37.95166257,-122.5458568,Baccharis pilularis,coyote brush,Plantae
Kentfield,5/7/22,37.95159447,-122.5458911,Baccharis pilularis,coyote brush,Plantae
